gene_id	variant_id	logafc	sample	Tissue	total_coverage	variants	log2_aFC	TOTAL_COUNT	dir	thresh
ENSG00000169762.17	chr4@16162866@G@A	2.45943162	GTOP-BA191-2099	Adrenal_Gland	169	rs7359	1.261265312980738	231	same	20
ENSG00000249242.8	chr4@82484230@T@C	0.58054383	GTOP-BA191-2099	Adrenal_Gland	272	rs6818677	0.6406719333074437	325	same	20
ENSG00000286700.2	chr4@124025529@C@T	-1.93859946	GTOP-BA191-2099	Adrenal_Gland	58	rs10018559	-1.4656635723488118	79	same	20
ENSG00000154556.20	chr4@185585867@A@G	-0.55748176	GTOP-BA191-2099	Adrenal_Gland	262	rs10009018	-0.7212084084906358	829	same	20
ENSG00000186468.13	chr5@82273474@A@C	-1.47643804	GTOP-BA191-2099	Adrenal_Gland	87	rs3738	-1.6811778159804593	122	same	20
ENSG00000170458.15	chr5@140631883@C@G	0.36620866	GTOP-BA191-2099	Adrenal_Gland	1410	rs4914	0.3110714964357794	1853	same	20
ENSG00000019582.17	chr5@150402064@T@C	-0.13273846	GTOP-BA191-2099	Adrenal_Gland	17859	rs1056400	0.17241455346801024	4105	diff	20
ENSG00000113140.11	chr5@151662989@C@G	-0.15715007	GTOP-BA191-2099	Adrenal_Gland	2959	rs1054204	0.3324052291028087	6199	diff	20
ENSG00000124588.22	chr6@3000069@A@C	-0.94787727	GTOP-BA191-2099	Adrenal_Gland	908	rs2071002	-0.526484035455427	471	same	20
ENSG00000186470.14	chr6@26378060@T@A	-3.45943162	GTOP-BA191-2099	Adrenal_Gland	36	rs72841536	-3.0324214776923775	101	same	20
ENSG00000112576.13	chr6@41936044@A@C	0.45752958	GTOP-BA191-2099	Adrenal_Gland	655	rs1051130	0.34362316598668147	1198	same	20
ENSG00000180992.7	chr6@44113981@G@A	-0.39888173	GTOP-BA191-2099	Adrenal_Gland	1041	rs6883	-0.46048047004001097	594	same	20
ENSG00000164494.12	chr6@107264457@G@A	-3.857981	GTOP-BA191-2099	Adrenal_Gland	31	rs192269454	-2	30	same	20
ENSG00000164880.16	chr7@1470536@G@A	-1.22239242	GTOP-BA191-2099	Adrenal_Gland	60	rs74821124	-1.2756344426134274	260	same	20
ENSG00000122584.13	chr7@8751988@T@G	1.09548031	GTOP-BA191-2099	Adrenal_Gland	298	rs3779355	1.023458972823989	370	same	20
ENSG00000241644.2	chr7@30757354@T@C	0.69913352	GTOP-BA191-2099	Adrenal_Gland	223	rs1061678	0.5710769744662063	865	same	20
ENSG00000152926.17	chr7@64991180@G@A	2.5849625	GTOP-BA191-2099	Adrenal_Gland	21	rs11771269	1.3882705897160583	123	same	20
ENSG00000127920.6	chr7@93922116@C@T	-0.77909107	GTOP-BA191-2099	Adrenal_Gland	440	rs4262	-0.6996050666622791	349	same	20
ENSG00000106258.16	chr7@99648291@A@G	3.04015713	GTOP-BA191-2099	Adrenal_Gland	286	rs15524	2	85	same	20
ENSG00000166508.19	chr7@100093067@G@C	1.09953567	GTOP-BA191-2099	Adrenal_Gland	132	rs4928	0.4642103412605459	326	same	20
ENSG00000087077.14	chr7@100868851@C@T	-1.71726979	GTOP-BA191-2099	Adrenal_Gland	253	rs370303544	-1.5259181464237674	516	same	20
ENSG00000273344.3	chr7@155003522@G@A	1.18057225	GTOP-BA191-2099	Adrenal_Gland	343	rs413354	1.0922585078519886	166	same	20
ENSG00000198363.18	chr8@61624750@A@G	-0.26460341	GTOP-BA191-2099	Adrenal_Gland	2023	rs6549	-0.37211952134413895	998	same	20
ENSG00000179142.2	chr8@142910802@A@G	0.2927334	GTOP-BA191-2099	Adrenal_Gland	1355	rs3802228	0.26441563623215436	1149	same	20
ENSG00000135052.16	chr9@86027026@C@G	0.84799691	GTOP-BA191-2099	Adrenal_Gland	602	rs60714833	0.4413716470923063	448	same	20
ENSG00000057608.18	chr10@5765558@T@C	0.42585326	GTOP-BA231-3082	Spleen	2102	rs7770	0.4050534107062217	674	same	20
ENSG00000107562.18	chr10@44370760@C@G	0.32041663	GTOP-BA231-3082	Spleen	1718	rs266093	0.40296466697826877	1045	same	20
ENSG00000142102.16	chr11@290891@T@C	1.54056838	GTOP-BA231-3082	Spleen	43	rs72636977	0.7208459288029292	429	same	20
ENSG00000197629.6	chr11@59209899@T@G	-0.32571967	GTOP-BA231-3082	Spleen	2740	rs12791481	-0.4562601620053568	491	same	20
ENSG00000245532.12	chr11@65423737@C@G	-0.83112309	GTOP-BA231-3082	Spleen	239	rs512715	-0.25383376853921297	3966	same	20
ENSG00000110852.5	chr12@9853179@A@G	-1.61890983	GTOP-BA231-3082	Spleen	228	rs2594072	-2.2094533656289497	45	same	20
ENSG00000110852.5	chr12@9853181@G@A	-1.61890983	GTOP-BA231-3082	Spleen	228	rs2539933	-2.2094533656289497	45	same	20
ENSG00000172243.18	chr12@10118174@C@G	-1.35614381	GTOP-BA231-3082	Spleen	89	rs10845048	-1.1805722456418208	98	same	20
ENSG00000139289.15	chr12@76027777@A@G	1.74542717	GTOP-BA231-3082	Spleen	74	rs7309050	1.3344190390705593	81	same	20
ENSG00000074527.13	chr12@95658750@C@A	0.37342711	GTOP-BA231-3082	Spleen	1857	rs1362970	0.7055526415347446	342	same	20
ENSG00000227354.8	chr13@79406474@C@A	2.34577484	GTOP-BA231-3082	Spleen	73	rs2296286	2.2016338611696504	28	same	20
ENSG00000126803.10	chr14@64543023@G@A	-1.45785058	GTOP-BA231-3082	Spleen	311	rs3213996	-1.3785116232537298	72	same	20
ENSG00000289755.2	chr16@28605736@G@A	-1.60124132	GTOP-BA231-3082	Spleen	948	rs1042157	-1.5190282305363798	375	same	20
ENSG00000196502.15	chr16@28605736@G@A	-1.50325786	GTOP-BA231-3082	Spleen	859	rs1042157	-1.5190282305363798	375	same	20
ENSG00000167526.15	chr16@89563328@C@T	1.27462238	GTOP-BA231-3082	Spleen	954	rs3211567	1.7349031277093139	303	same	20
ENSG00000279602.2	chr17@43360385@G@A	3.95419631	GTOP-BA231-3082	Spleen	33	rs4793238	1.3349842477128089	155	same	20
ENSG00000264364.3	chr17@58083481@T@C	-3.80735492	GTOP-BA231-3082	Spleen	75	rs2533003	-2.584962500721156	35	same	20
ENSG00000284690.3	chr17@74560683@T@A	-5.06608919	GTOP-BA231-3082	Spleen	276	rs1504350	-3.807354922057604	90	same	20
ENSG00000141574.8	chr17@82321552@G@A	0.70209513	GTOP-BA231-3082	Spleen	176	rs1132114	-0.532873989572702	230	diff	20
ENSG00000174886.15	chr19@5895539@C@G	2.80735492	GTOP-BA231-3082	Spleen	32	rs697029	1.3016556998611013	149	same	20
ENSG00000174652.20	chr19@9413048@A@G	1.06140054	GTOP-BA231-3082	Spleen	142	rs10515	1.765534746362977	110	same	20
ENSG00000105366.15	chr19@51451604@T@C	0.62981674	GTOP-BA231-3082	Spleen	242	rs39711	1.384663850235325	65	same	20
ENSG00000171051.10	chr19@51746427@T@A	0.2339972	GTOP-BA231-3082	Spleen	2348	rs5030880	0.31410859042806305	913	same	20
ENSG00000143297.19	chr1@157532791@T@C	-2.33498425	GTOP-BA231-3082	Spleen	133	rs73011557	-1.691877704637668	55	same	20
ENSG00000117707.17	chr1@213988422@G@T	-1.29545588	GTOP-BA231-3082	Spleen	76	rs1377147518	-1.710493382805015	47	same	20
ENSG00000125810.11	chr20@23082535@C@G	1.88752527	GTOP-BA231-3082	Spleen	47	rs2567612	3.169925001442312	60	same	20
ENSG00000132823.11	chr20@44196847@T@C	0.53779739	GTOP-BA231-3082	Spleen	559	rs9875	1.0995356735509143	88	same	20
GTOPG000000688	chr21@41952110@T@C	1.18057225	GTOP-BA231-3082	Spleen	98	rs12185851	1.148098638989134	119	same	20
ENSG00000160179.20	chr21@42299855@G@A	-3.27301849	GTOP-BA231-3082	Spleen	32	rs6586304	-2.777607578663552	165	same	20
GTOPG000000085	chr22@22712431@G@T	-0.67837219	GTOP-BA231-3082	Spleen	3123	rs5759408	-0.9733320495379199	809	same	20
ENSG00000100138.15	chr22@41674789@C@T	-0.7731341	GTOP-BA231-3082	Spleen	875	rs132806	-0.6389013078319599	179	same	20
ENSG00000123600.21	chr2@171323433@C@T	-1.27798475	GTOP-BA231-3082	Spleen	137	rs80027089	-2.321928094887362	72	same	20
ENSG00000138430.16	chr2@174075256@G@A	1.59088733	GTOP-BA231-3082	Spleen	325	rs1063613	1.777607578663552	31	same	20
ENSG00000173559.15	chr2@191678423@T@C	0.5849625	GTOP-BA231-3082	Spleen	235	rs4386269	-1.5849625007211563	356	diff	20
ENSG00000173166.18	chr2@203434062@A@C	2.70043972	GTOP-BA231-3082	Spleen	30	rs201945070	-1.3667823306716227	68	diff	20
ENSG00000144567.11	chr2@219184824@G@T	-2.32192809	GTOP-BA231-3082	Spleen	48	rs10191168	1.584962500721156	40	diff	20
ENSG00000144455.14	chr3@4361853@C@T	-0.51179609	GTOP-BA231-3082	Spleen	883	rs4685744	-1.1154772174199359	114	same	20
ENSG00000225733.8	chr3@14944928@T@C	1.98657948	GTOP-BA231-3082	Spleen	268	rs1142981	1.4232114307245438	162	same	20
ENSG00000131370.16	chr3@15269818@A@G	0.53051472	GTOP-BA231-3082	Spleen	286	rs1287467	0.6595094540862102	227	same	20
ENSG00000114698.15	chr3@146193377@C@T	-3.57399138	GTOP-BA231-3082	Spleen	142	rs3749281	-1.8073549220576042	45	same	20
ENSG00000291203.2	chr4@119454875@C@G	-1.31194401	GTOP-BA231-3082	Spleen	101	rs28408407	-1.2630344058337937	136	same	20
ENSG00000250155.4	chr5@36702762@C@A	5.20945337	GTOP-BA231-3082	Spleen	38	rs1025288	2.2479275134435857	23	same	20
ENSG00000113140.11	chr5@151662989@C@G	-0.11604789	GTOP-BA231-3082	Spleen	5672	rs1054204	0.33225769778109193	1509	diff	20
ENSG00000037280.16	chr5@180602471@C@G	-1.30485458	GTOP-BA231-3082	Spleen	59	rs6877011	-1.0840642647884744	78	same	20
ENSG00000286192.1	chr7@2234621@C@T	-1.65711229	GTOP-BA231-3082	Spleen	54	rs77758405	-1.4020984435713455	102	same	20
ENSG00000136240.10	chr7@6462736@T@C	-0.65660517	GTOP-BA231-3082	Spleen	894	rs6796	-1.0204641025597156	106	same	20
ENSG00000106483.12	chr7@37907501@C@T	1.82039534	GTOP-BA231-3082	Spleen	2139	rs1802074	2.01435529297707	126	same	20
ENSG00000038945.15	chr8@16140636@T@C	-5.857981	GTOP-BA231-3082	Spleen	118	rs12718376	2.0809199953835673	68	diff	20
ENSG00000178209.17	chr8@143917008@T@C	-0.61297688	GTOP-BA231-3082	Spleen	215	rs6558405	-0.5707486415014552	676	same	20
ENSG00000165272.16	chr9@33441828@C@A	-0.36299862	GTOP-BA231-3082	Spleen	855	rs16919255	-0.4887471854618531	298	same	20
ENSG00000085265.12	chr9@134909954@T@C	0.67204812	GTOP-BA231-3082	Spleen	2334	rs1071583	0.5492282889879431	537	same	20
ENSG00000170955.10	chr11@6319476@A@G	-0.58010472	GTOP-BA231-4155	Aortic_Arch	9154	rs1051992	-0.6282842752124377	2561	same	20
ENSG00000257337.10	chr12@53045355@T@A	-0.81855313	GTOP-BA231-4155	Aortic_Arch	152	rs12368925	-0.8377285711011229	131	same	20
ENSG00000155957.19	chr12@66137823@T@C	-1.83650127	GTOP-BA231-4155	Aortic_Arch	288	rs11176054	-3.115477217419936	29	same	20
ENSG00000187630.18	chr14@23989002@A@T	-2.03562391	GTOP-BA231-4155	Aortic_Arch	51	rs2273947	-1.5145731728297582	54	same	20
ENSG00000100612.14	chr14@60144810@T@C	0.28296907	GTOP-BA231-4155	Aortic_Arch	1248	rs409866	3.584962500721156	26	same	20
ENSG00000196502.15	chr16@28606193@C@T	-3.169925	GTOP-BA231-4155	Aortic_Arch	40	rs1042028	-2.649092838140872	80	same	20
ENSG00000289755.2	chr16@28605736@G@A	-1.73696559	GTOP-BA231-4155	Aortic_Arch	39	rs1042157	-1.7004397181410922	34	same	20
ENSG00000166164.17	chr16@50334752@G@A	0.985203	GTOP-BA231-4155	Aortic_Arch	146	rs1062348	0.9284467389749661	180	same	20
ENSG00000186395.9	chr17@40819076@G@A	5.04439412	GTOP-BA231-4155	Aortic_Arch	102	rs17855579	4.392317422778761	22	same	20
ENSG00000186834.4	chr17@45149111@C@T	5.72792045	GTOP-BA231-4155	Aortic_Arch	54	rs7216041	5.098032082960526	141	same	20
ENSG00000264364.3	chr17@58083481@T@C	-3.59991284	GTOP-BA231-4155	Aortic_Arch	105	rs2533003	-2.41761144294267	222	same	20
ENSG00000261371.6	chr17@64322640@G@A	0.4918531	GTOP-BA231-4155	Aortic_Arch	462	rs1050382	-0.8447217745220892	137	diff	20
ENSG00000184557.4	chr17@78357829@T@C	1.08746284	GTOP-BA231-4155	Aortic_Arch	75	rs4969169	0.3228323224574764	718	same	20
ENSG00000141469.18	chr18@45751786@A@T	3.45943162	GTOP-BA231-4155	Aortic_Arch	24	rs544373	0.6670167166036418	339	same	20
ENSG00000123159.16	chr19@14478134@C@T	-0.36436336	GTOP-BA231-4155	Aortic_Arch	613	rs1599343194	0.574583354941157	463	diff	20
ENSG00000004776.13	chr19@35755517@C@G	0.13166986	GTOP-BA231-4155	Aortic_Arch	10197	rs11549030	0.899412416055499	702	same	20
ENSG00000160014.17	chr19@46601278@T@A	-0.54222952	GTOP-BA231-4155	Aortic_Arch	533	rs150954567	-1.15200309344505	58	same	20
ENSG00000162591.17	chr1@3494017@G@A	-0.66742466	GTOP-BA231-4155	Aortic_Arch	176	rs61746168	-0.21225165432743276	1893	same	20
ENSG00000173641.18	chr1@16015238@T@C	-0.29753412	GTOP-BA231-4155	Aortic_Arch	2978	rs1048237	-0.1419576644935463	3092	same	20
ENSG00000162520.15	chr1@32681137@G@T	-0.68062761	GTOP-BA231-4155	Aortic_Arch	367	rs140846274	-1.1783372412585125	62	same	20
ENSG00000172380.6	chr1@67704595@C@T	-0.98185265	GTOP-BA231-4155	Aortic_Arch	595	rs141550359	0.4380160630569357	770	diff	20
ENSG00000265491.5	chr1@145744615@G@A	0.79468109	GTOP-BA231-4155	Aortic_Arch	134	rs12123298	1.084888897586513	103	same	20
ENSG00000010165.20	chr1@171781911@A@G	1.24392558	GTOP-BA231-4155	Aortic_Arch	64	rs2294719	0.9068905956085185	115	same	20
ENSG00000149451.19	chr20@3668784@A@G	-1.60665757	GTOP-BA231-4155	Aortic_Arch	89	rs677044	-6.820178962415188	228	same	20
ENSG00000125827.9	chr20@7981481@C@T	0.49923263	GTOP-BA231-4155	Aortic_Arch	502	rs1058007	-1.4694852833012202	49	diff	20
ENSG00000287288.2	chr20@30377565@G@T	0.89616419	GTOP-BA231-4155	Aortic_Arch	103	rs6057180	1.2016338611696504	99	same	20
ENSG00000149596.7	chr20@44111079@C@T	1.5178483	GTOP-BA231-4155	Aortic_Arch	85	rs6130530	0.9396273820205182	178	same	20
ENSG00000157601.15	chr21@41426246@A@C	-1.52356196	GTOP-BA231-4155	Aortic_Arch	93	rs464138	-1.5443205162238103	47	same	20
ENSG00000115145.10	chr2@152119488@G@C	3.39231742	GTOP-BA231-4155	Aortic_Arch	23	rs10497094	3.2801079191927354	75	same	20
ENSG00000144455.14	chr3@4361853@C@T	-0.60026975	GTOP-BA231-4155	Aortic_Arch	629	rs4685744	-0.929610672108602	122	same	20
ENSG00000131378.14	chr3@16316471@T@A	-0.62578141	GTOP-BA231-4155	Aortic_Arch	384	rs842424	-0.7744402995848689	309	same	20
ENSG00000188846.14	chr3@40457354@C@T	0.92859908	GTOP-BA231-4155	Aortic_Arch	932	rs2276868	1.6780719051126378	42	same	20
ENSG00000172340.15	chr3@67375387@A@C	0.58991172	GTOP-BA231-4155	Aortic_Arch	243	rs1065401	0.7062687969432897	200	same	20
ENSG00000158186.13	chr3@138348784@C@T	-2.95419631	GTOP-BA231-4155	Aortic_Arch	70	rs11713141	-1.4968315904424911	172	same	20
ENSG00000229619.6	chr3@152266159@C@T	-0.49595749	GTOP-BA231-4155	Aortic_Arch	470	rs842049	-0.990954860396993	239	same	20
ENSG00000163956.13	chr4@3512812@G@A	-0.3876747	GTOP-BA231-4155	Aortic_Arch	4208	rs1049574	-0.348201789096471	841	same	20
ENSG00000163110.15	chr4@94666924@G@A	-0.54252723	GTOP-BA231-4155	Aortic_Arch	339	rs3943	-0.5633602462359452	389	same	20
ENSG00000196616.15	chr4@99317955@A@C	-1.49957101	GTOP-BA231-4155	Aortic_Arch	222	rs4147536	-0.6681564362475549	189	same	20
ENSG00000154553.17	chr4@185512323@C@T	1.43211101	GTOP-BA231-4155	Aortic_Arch	233	rs3792696	1.0554951125917038	314	same	20
ENSG00000154556.20	chr4@185645833@A@G	-0.30716792	GTOP-BA231-4155	Aortic_Arch	3253	rs3736194	-0.6294811674998008	298	same	20
ENSG00000113578.18	chr5@142595007@G@T	0.52276774	GTOP-BA231-4155	Aortic_Arch	385	rs34002	0.7110038003022512	414	same	20
ENSG00000113140.11	chr5@151661589@G@C	-0.22078496	GTOP-BA231-4155	Aortic_Arch	3889	rs3549	0.18937190133066065	2243	diff	20
ENSG00000186340.17	chr6@169217631@A@C	-0.29556837	GTOP-BA231-4155	Aortic_Arch	1058	rs8089	-0.1946134334918782	1767	same	20
ENSG00000075624.17	chr7@5527676@A@T	-0.09881891	GTOP-BA231-4155	Aortic_Arch	61984	rs147293109	-0.16286691725808017	24031	same	20
ENSG00000241644.2	chr7@30757354@T@C	0.57390731	GTOP-BA231-4155	Aortic_Arch	326	rs1061678	0.4469803917815981	475	same	20
ENSG00000165171.11	chr7@73834835@T@A	-4.7548875	GTOP-BA231-4155	Aortic_Arch	28	rs13246460	-1.6629650127224294	50	same	20
ENSG00000177683.14	chr7@108562606@T@C	3.04439412	GTOP-BA231-4155	Aortic_Arch	74	rs40942	-2.0874628412503395	42	diff	20
ENSG00000173281.5	chr8@9139586@C@T	1.169925	GTOP-BA231-4155	Aortic_Arch	65	rs330916	0.874469117916141	187	same	20
ENSG00000178209.17	chr8@143917935@T@C	-0.92199749	GTOP-BA231-4155	Aortic_Arch	110	rs6558406	-0.37421148582010433	1543	same	20
ENSG00000086062.14	chr9@33111790@T@C	2.357552	GTOP-BA231-4155	Aortic_Arch	49	rs16918998	-0.8699394594356271	246	diff	20
ENSG00000165609.14	chr10@12167753@T@C	0.54056838	GTOP-BA232-0378	Whole_Blood	432	rs6686	0.8365012677171206	156	same	20
ENSG00000183049.14	chr10@12833263@G@A	-1.13750352	GTOP-BA232-0378	Whole_Blood	96	rs2431637	-1.4088055455673292	106	same	20
ENSG00000152766.6	chr10@88822415@G@A	1.6698514	GTOP-BA232-0378	Whole_Blood	92	rs2282122	1.1768777620840791	75	same	20
ENSG00000107798.18	chr10@89247603@T@G	1.04730571	GTOP-BA232-0378	Whole_Blood	276	rs1051338	1.1255308820838588	280	same	20
ENSG00000052749.15	chr10@97357146@C@T	1.03206121	GTOP-BA232-0378	Whole_Blood	271	rs1048445	0.5780761151359163	349	same	20
ENSG00000107566.14	chr10@100151385@A@G	0.51276112	GTOP-BA232-0378	Whole_Blood	580	rs12806	0.5077946401986962	465	same	20
ENSG00000085063.18	chr11@33705434@A@G	0.83824893	GTOP-BA232-0378	Whole_Blood	184	rs7046	1.211054877402167	242	same	20
ENSG00000026508.21	chr11@35231725@C@T	0.29720101	GTOP-BA232-0378	Whole_Blood	2046	rs13347	0.2710806901649235	1644	same	20
ENSG00000197629.6	chr11@59209899@T@G	-0.68711704	GTOP-BA232-0378	Whole_Blood	415	rs12791481	-0.8978672149630463	398	same	20
ENSG00000160593.20	chr11@118193815@C@T	-1.63742992	GTOP-BA232-0378	Whole_Blood	37	rs3741316	-1.3370349872775709	67	same	20
ENSG00000225231.3	chr12@9942513@C@T	2.7548875	GTOP-BA232-0378	Whole_Blood	31	rs10772222	2.321928094887362	24	same	20
ENSG00000111348.9	chr12@14942624@C@G	0.12992207	GTOP-BA232-0378	Whole_Blood	36869	rs4703	0.21531169526579233	10593	same	20
ENSG00000174718.12	chr12@31959358@G@C	-1.06413034	GTOP-BA232-0378	Whole_Blood	68	rs12370315	-0.5326679932789432	252	same	20
ENSG00000091039.17	chr12@76353305@T@G	-0.74306579	GTOP-BA232-0378	Whole_Blood	631	rs200454253	-1.2868811477881617	516	same	20
ENSG00000089169.15	chr12@112887824@T@C	3.80735492	GTOP-BA232-0378	Whole_Blood	30	rs4141253	4.357552004618084	43	same	20
ENSG00000120690.17	chr13@40932585@C@T	-0.32289279	GTOP-BA232-0378	Whole_Blood	673	rs1056835	-0.4624504417536258	516	same	20
ENSG00000169385.3	chr14@20956206@A@G	0.88981708	GTOP-BA232-0378	Whole_Blood	97	rs8013670	0.8704403662310841	461	same	20
ENSG00000131969.15	chr14@50904066@G@C	-1.17833724	GTOP-BA232-0378	Whole_Blood	124	rs4901064	-0.8875252707415874	171	same	20
ENSG00000090857.14	chr16@70162283@T@G	2.19264508	GTOP-BA232-0378	Whole_Blood	39	rs1044876	1.3119440063147403	101	same	20
ENSG00000103051.21	chr16@70480925@A@C	0.97982212	GTOP-BA232-0378	Whole_Blood	107	rs7919	2	30	same	20
ENSG00000083454.23	chr17@3673852@C@T	1.49476469	GTOP-BA232-0378	Whole_Blood	42	rs1063497	1.5525410230287786	59	same	20
ENSG00000108561.8	chr17@5432890@T@C	1.25106176	GTOP-BA232-0378	Whole_Blood	409	rs1050461	1.2515387669959643	71	same	20
ENSG00000125430.9	chr17@14347461@A@G	1.01559686	GTOP-BA232-0378	Whole_Blood	139	rs917310	0.8579809951275721	225	same	20
ENSG00000261371.6	chr17@64323758@T@C	0.37072553	GTOP-BA232-0378	Whole_Blood	1573	rs2812	0.43548502780496884	1442	same	20
ENSG00000262580.5	chr17@80201684@T@C	-2.169925	GTOP-BA232-0378	Whole_Blood	22	rs2304856	-1.8930847960834882	33	same	20
ENSG00000141574.8	chr17@82321536@T@A	1.16689731	GTOP-BA232-0378	Whole_Blood	344	rs1132115	-0.30199521077596175	1074	diff	20
ENSG00000141568.21	chr17@82593944@C@T	-3	GTOP-BA232-0378	Whole_Blood	27	rs8070589	-1.7369655941662063	39	same	20
ENSG00000180011.7	chr18@75200514@C@T	-1.6698514	GTOP-BA232-0378	Whole_Blood	46	rs1132845	-1.6166713604484944	61	same	20
ENSG00000176533.13	chr19@2514734@C@T	1.68449817	GTOP-BA232-0378	Whole_Blood	59	rs17755118	1.84799690655495	46	same	20
ENSG00000288731.2	chr19@35390002@A@G	2.22239242	GTOP-BA232-0378	Whole_Blood	34	rs4806150	2.584962500721156	21	same	20
ENSG00000167642.13	chr19@38264452@C@G	-0.92337872	GTOP-BA232-0378	Whole_Blood	168	rs17526168	-2.8744691179161412	25	same	20
ENSG00000204936.10	chr19@43353721@G@C	0.46429816	GTOP-BA232-0378	Whole_Blood	5378	rs45441892	0.5071266971833097	4656	same	20
ENSG00000171051.10	chr19@51745313@G@A	-2.40599236	GTOP-BA232-0378	Whole_Blood	63	rs1806443	0.4082162334228297	1110	diff	20
ENSG00000119535.20	chr1@36471458@A@G	0.11662085	GTOP-BA232-0378	Whole_Blood	7278	rs3917981	0.12439398292393136	8402	same	20
ENSG00000131238.18	chr1@40073404@C@T	-0.55486812	GTOP-BA232-0378	Whole_Blood	8412	rs1126973	-0.7678265578709667	1400	same	20
ENSG00000079277.22	chr1@46557859@C@A	0.24490779	GTOP-BA232-0378	Whole_Blood	1925	rs8602	0.30785290967563944	922	same	20
ENSG00000143384.14	chr1@150575271@G@A	-0.14021218	GTOP-BA232-0378	Whole_Blood	4881	rs878471	-0.1549231075360678	4381	same	20
ENSG00000163221.9	chr1@153373787@A@G	0.74823671	GTOP-BA232-0378	Whole_Blood	410	rs4772	0.8738803348851191	6311	same	20
ENSG00000162704.16	chr1@183626910@G@A	0.41937644	GTOP-BA232-0378	Whole_Blood	16490	rs6424898	0.5197783319610189	2626	same	20
ENSG00000123836.15	chr1@207077286@A@G	-0.42933588	GTOP-BA232-0378	Whole_Blood	589	rs1560	-0.4186578149575407	465	same	20
ENSG00000066027.12	chr1@212285673@G@T	1.43295941	GTOP-BA232-0378	Whole_Blood	74	rs17042034	1.029559797727114	955	same	20
ENSG00000271303.2	chr20@648569@T@C	-1.50250034	GTOP-BA232-0378	Whole_Blood	138	rs3746799	-1.6683785089087937	351	same	20
ENSG00000125818.18	chr20@1118686@A@G	0.29115334	GTOP-BA232-0378	Whole_Blood	885	rs2072962	0.5416350690570556	415	same	20
ENSG00000157557.13	chr21@38824464@C@T	-0.79354912	GTOP-BA232-0378	Whole_Blood	738	rs11254	-0.5213973719436901	565	same	20
ENSG00000100225.18	chr22@32475396@T@G	-0.28427555	GTOP-BA232-0378	Whole_Blood	2841	rs8137714	-0.47698999002160186	586	same	20
ENSG00000242247.11	chr22@42797317@T@C	-0.38310701	GTOP-BA232-0378	Whole_Blood	500	rs5751372	-0.4515090559439902	393	same	20
ENSG00000100258.18	chr22@50505699@G@A	-2.02748074	GTOP-BA232-0378	Whole_Blood	66	rs743615	-1.1118928800708971	98	same	20
ENSG00000025708.14	chr22@50525807@G@A	-0.30865702	GTOP-BA232-0378	Whole_Blood	1858	rs11479	-0.3368511459213627	740	same	20
ENSG00000100299.18	chr22@50625988@T@C	-6.22881869	GTOP-BA232-0378	Whole_Blood	152	rs2071421	-1.2163179069267636	226	same	20
ENSG00000163510.14	chr2@179945453@C@T	0.85626452	GTOP-BA232-0378	Whole_Blood	163	rs6433817	1.0995356735509143	66	same	20
ENSG00000163510.14	chr2@179945475@C@T	-0.8813555	GTOP-BA232-0378	Whole_Blood	162	rs1046356	-1.3370349872775709	67	same	20
ENSG00000115232.14	chr2@181538660@T@G	-2.38466385	GTOP-BA232-0378	Whole_Blood	56	rs2290517	-2.4329594072761065	32	same	20
ENSG00000162972.11	chr2@199955782@T@G	-1.7548875	GTOP-BA232-0378	Whole_Blood	35	rs281766	-2.8744691179161412	25	same	20
ENSG00000144455.14	chr3@4361853@C@T	-0.69773043	GTOP-BA232-0378	Whole_Blood	430	rs4685744	-0.9044223400177688	112	same	20
ENSG00000293492.2	chr3@131361986@A@G	-2.94753258	GTOP-BA232-0378	Whole_Blood	61	rs12637639	-2.84799690655495	41	same	20
ENSG00000058063.17	chr3@182922638@A@T	2.05658353	GTOP-BA232-0378	Whole_Blood	129	rs55697234	1.1202942337177118	73	same	20
ENSG00000174130.13	chr4@38825793@T@C	0.73289593	GTOP-BA232-0378	Whole_Blood	189	rs5743831	0.38429397584773595	574	same	20
ENSG00000163739.5	chr4@73869527@A@G	-2.01989956	GTOP-BA232-0378	Whole_Blood	91	rs2071425	-2.584962500721156	112	same	20
ENSG00000138772.13	chr4@78600274@G@A	2.169925	GTOP-BA232-0378	Whole_Blood	22	rs6854010	1.2868811477881617	86	same	20
ENSG00000109332.20	chr4@102811016@C@T	1.20163386	GTOP-BA232-0378	Whole_Blood	66	rs223415	-0.9037846847406971	89	diff	20
ENSG00000073331.18	chr4@112423769@C@T	3	GTOP-BA232-0378	Whole_Blood	45	rs1989926	1	102	same	20
ENSG00000196782.13	chr4@139717809@C@T	-1.25153877	GTOP-BA232-0378	Whole_Blood	71	rs345983	-0.7198920808072649	135	same	20
ENSG00000164120.14	chr4@174491326@C@T	-4.25238716	GTOP-BA232-0378	Whole_Blood	1023	rs8752	-4.23753590759699	437	same	20
ENSG00000164251.5	chr5@76819138@C@T	-1.24392558	GTOP-BA232-0378	Whole_Blood	64	rs1529505	-0.8836758820327681	202	same	20
ENSG00000124783.14	chr6@7288311@A@C	-0.45613252	GTOP-BA232-0378	Whole_Blood	472	rs11071	-0.7613890681054237	221	same	20
ENSG00000180537.13	chr6@13979392@T@A	2.47393119	GTOP-BA232-0378	Whole_Blood	59	rs117148257	2.3923174227787602	75	same	20
